session_id,rep_id,rep_number,rep_start_time,rep_end_time,rep_duration_seconds,total_frames,valid_frames,frame_quality,final_form_score,safety_score,depth_score,stability_score,tempo_score,symmetry_score,technique_score,faults_detected,fault_categories,fault_severities,movement_phase_durations,peak_depth_angle,min_knee_angle,max_knee_angle,depth_percentage,movement_smoothness,bilateral_asymmetry,center_of_mass_deviation,postural_stability,voice_feedback_given,user_response_time,correction_made
session_20250830_230307_test_user,session_20250830_230307_test_user_rep_001,1,1756591387.2752228,1756591388.302005,1.0267822742462158,37,37,1.0,0,0,0,0,0,0,0,1,,,,39.505585943154855,39.505585943154855,160.81869476905075,100.0,98.91410862727255,7.130350781155523,5.359334244342344,100.0,False,0,False
