user_name,timestamp_ms,frame_id,pose_confidence,fps,knee_left_deg,knee_right_deg,knee_avg_deg,trunk_angle_deg,hip_angle_deg,ankle_angle_deg,movement_phase,valgus_deviation_deg,depth_achieved,trunk_flex_excessive,landmarks_visible_count
mayoa,1757429212809,13,1.0,28.668125902840515,107.2922700872966,145.98993594989554,126.64110301859607,99.50976416522136,125.28476640553555,0.0,descent,0,0,1,33
mayoa,1757429212866,14,1.0,28.668125902840515,103.86867663914168,139.6562779285575,121.76247728384959,99.95410626494605,120.53630636848675,0.0,ascent,0,0,1,33
mayoa,1757429212893,15,1.0,28.668125902840515,94.75072469501197,132.7315840285442,113.74115436177809,100.45364171551712,112.15134487615701,0.0,ascent,0,0,1,33
mayoa,1757429212921,16,1.0,28.668125902840515,92.2589678940312,130.8747061576836,111.5668370258574,100.54585963134252,110.30207366380104,0.0,ascent,0,0,1,33
mayoa,1757429212952,17,1.0,28.668125902840515,85.96842855987013,127.46328451617474,106.71585653802244,100.46725563008543,105.53019978608233,0.0,bottom,0,0,1,33
mayoa,1757429212985,18,1.0,28.668125902840515,83.74487490780146,125.68362065990264,104.71424778385204,100.64116060587446,103.28037279013076,0.0,bottom,0,0,1,33
mayoa,1757429213019,19,1.0,28.668125902840515,76.78840229713823,108.57547641163133,92.68193935438478,100.5817095049173,91.60014982991484,0.0,bottom,0,0,1,33
mayoa,1757429213065,20,1.0,28.668125902840515,78.18340899016793,110.4819923534381,94.33270067180302,101.06972809049492,92.83955689156198,0.0,bottom,0,0,1,33
mayoa,1757429213097,21,1.0,28.668125902840515,78.17293321675373,117.1345069798486,97.65372009830116,101.56997262580855,95.84628421388393,0.0,bottom,0,0,1,33
mayoa,1757429213130,22,1.0,28.668125902840515,72.79251697354215,110.05489810534928,91.42370753944572,102.09033015207886,88.98932322901771,0.0,bottom,0,0,1,33
mayoa,1757429213165,23,1.0,28.668125902840515,70.07419869627807,110.50099313864476,90.28759591746142,102.20808746351548,87.69052185594416,0.0,bottom,0,0,1,33
mayoa,1757429213198,24,1.0,28.668125902840515,69.28171536218281,104.8727288074905,87.07722208483665,101.78875056719934,84.8716473615257,0.0,bottom,0,0,1,33
mayoa,1757429213235,25,1.0,28.668125902840515,68.002751093497,113.94219255581203,90.97247182465452,101.78345150840761,88.79589007524686,0.0,bottom,0,0,1,33
mayoa,1757429213261,26,1.0,28.668125902840515,67.29961107998389,131.5396492242969,99.4196301521404,101.92187782194861,97.38501068487312,0.0,bottom,0,0,1,33
mayoa,1757429213296,27,1.0,28.668125902840515,65.81409720814425,144.72206971848965,105.26808346331694,101.88114916908854,101.37650485677308,0.0,bottom,0,0,1,33
mayoa,1757429213322,28,1.0,28.668125902840515,61.68743244076954,141.65616225918396,101.67179734997674,101.67312308074061,98.0970142777733,0.0,bottom,0,0,1,33
mayoa,1757429213349,29,1.0,28.668125902840515,61.54328544421375,110.70637624910711,86.12483084666043,101.17398605079347,83.85884993258797,0.0,bottom,0,0,1,33
mayoa,1757429213386,30,1.0,28.668125902840515,58.018271033489725,92.56124341054387,75.28975722201679,100.83610246215858,73.59485422857455,0.0,bottom,0,1,1,33
mayoa,1757429213417,0,1.0,30.32943118302194,51.343560130553556,71.14011746454293,61.24183879754824,101.61697333773593,63.226285643961624,0.0,bottom,0,1,1,33
mayoa,1757429213442,1,0.9696969696969697,30.32943118302194,53.778219192675905,77.8153802860613,65.7967997393686,101.28050136912846,67.5054544526666,0.0,bottom,0,1,1,33
mayoa,1757429213506,2,0.9696969696969697,30.32943118302194,48.58081092151708,75.48248719911275,62.03164906031492,101.30938329111532,64.42520032822885,0.0,bottom,0,1,1,33
mayoa,1757429213542,3,0.9696969696969697,30.32943118302194,47.27562133278637,82.54220830235943,64.9089148175729,101.71727315979497,65.97731606349615,0.0,bottom,0,1,1,33
mayoa,1757429213575,4,0.9696969696969697,30.32943118302194,49.95139256766846,117.33576058922516,83.64357657844681,100.78926434372546,82.99195413703409,0.0,bottom,0,0,1,33
mayoa,1757429213598,5,0.9696969696969697,30.32943118302194,51.68709155821656,122.60905934930243,87.14807545375949,101.09391599815694,86.96711295167015,0.0,bottom,0,0,1,33
mayoa,1757429213634,6,0.9696969696969697,30.32943118302194,52.500051550218814,169.2415626279766,110.87080708909771,101.26972987256276,112.81002449665351,0.0,bottom,0,0,1,33
mayoa,1757429213666,7,0.9696969696969697,30.32943118302194,53.246194351303444,153.3356067793884,103.29090056534592,101.09153473878776,101.19196182320613,0.0,bottom,0,0,1,33
mayoa,1757429213700,8,0.9696969696969697,30.32943118302194,53.63921670662662,160.07269662910755,106.85595666786709,101.86683448446176,103.73684452392038,0.0,bottom,0,0,1,33
mayoa,1757429213752,9,0.9696969696969697,30.32943118302194,53.508258870565655,146.8006560288243,100.15445744969497,101.71846970603082,97.91616784678106,0.0,bottom,0,0,1,33
mayoa,1757429213784,10,0.9696969696969697,30.32943118302194,53.702050310344326,179.4673001977811,116.58467525406272,101.5751004706329,113.85185154014542,0.0,bottom,0,0,1,33
mayoa,1757429213820,11,0.9696969696969697,30.32943118302194,53.36228560552034,172.48852279601974,112.92540420077003,102.0125808577437,109.83490678240858,0.0,bottom,0,0,1,33
mayoa,1757429213852,12,0.9696969696969697,30.32943118302194,53.27194744994792,174.1011170776456,113.68653226379676,101.40867987286676,111.27478992058947,0.0,bottom,0,0,1,33
mayoa,1757429213890,13,0.9696969696969697,30.32943118302194,52.89411889980778,162.11111945481332,107.50261917731055,101.43851398619175,105.57999220108894,0.0,bottom,0,0,1,33
mayoa,1757429213913,14,0.9696969696969697,30.32943118302194,53.28961775364044,157.84853081765738,105.56907428564891,101.30237589377413,104.09285992505494,0.0,bottom,0,0,1,33
mayoa,1757429213949,15,0.9696969696969697,30.32943118302194,53.201693412770645,156.18696052331623,104.69432696804344,101.35033339739302,103.26704821700032,0.0,bottom,0,0,1,33
mayoa,1757429213984,16,0.9696969696969697,30.32943118302194,52.98097334295782,139.261138409575,96.12105587626641,101.65228400050128,94.88552528175262,0.0,bottom,0,0,1,33
mayoa,1757429214040,17,0.9696969696969697,30.32943118302194,53.01834252791256,141.9494547602085,97.48389864406053,101.53057607219621,96.62527849595617,0.0,bottom,0,0,1,33
mayoa,1757429214068,18,0.9696969696969697,30.32943118302194,52.468659382262146,140.93477523344282,96.70171730785248,101.21009459495431,96.05254881137542,0.0,bottom,0,0,1,33
mayoa,1757429214144,19,0.9696969696969697,30.32943118302194,52.88215457239906,130.5984527661353,91.74030366926718,101.24452667323462,91.06229125320814,0.0,bottom,0,0,1,33
mayoa,1757429214199,20,0.9696969696969697,30.32943118302194,53.12934916901432,132.34898418144144,92.73916667522788,101.21902137701619,91.8798697164832,0.0,bottom,0,0,1,33
mayoa,1757429214221,21,0.9696969696969697,30.32943118302194,59.83747084334503,80.89032403768287,70.36389744051395,102.11756840108129,67.89733459168768,0.0,bottom,0,1,1,33
mayoa,1757429214261,22,0.9696969696969697,30.32943118302194,55.87579711174938,92.79649370705927,74.33614540940432,100.94666549388928,73.48501162772453,0.0,bottom,0,1,1,33
mayoa,1757429214330,23,0.9696969696969697,30.32943118302194,57.93003799983452,90.41899628520525,74.17451714251989,101.82479541695523,72.28056615605996,0.0,bottom,0,1,1,33
mayoa,1757429214368,24,0.9696969696969697,30.32943118302194,59.45048832059162,110.98344587357813,85.21696709708488,102.15380830639967,81.98178722688664,0.0,bottom,0,0,1,33
mayoa,1757429214397,25,0.9696969696969697,30.32943118302194,63.1009291859135,120.3881352120477,91.74453219898061,102.51448899728328,89.142410799334,0.0,bottom,0,0,1,33
