rep_id,start_timestamp_ms,bottom_timestamp_ms,end_timestamp_ms,duration_ms,min_knee_angle_deg,max_trunk_flex_deg,max_valgus_dev_deg,depth_fault_flag,valgus_fault_flag,trunk_fault_flag,form_score_percent,stability_index_knee,stability_index_trunk,aot_valgus_ms_deg,aot_trunk_ms_deg,ai_rep_detected
1,1757411825013,1757411826013,1757411827013,2000,90,0,0,0,0,0,88,0.0,0.0,0,0,1
